"","incgroup_prepost","presapp_track"
"3877","$60,000-$64,999","Wrong Track"
"3878","$250,000 Or More","Wrong Track"
"3879","$80,000-$89,999","Right Direction"
"3880","$80,000-$89,999","Wrong Track"
"3881","$40,000-$44,999","Wrong Track"
"3882","Under $5,000","Wrong Track"
"3883","$25,000-$27,499","Wrong Track"
"3884","$75,000-$79,999","Wrong Track"
"3885","$100,000-$109,999","Wrong Track"
"3886","$40,000-$44,999","Right Direction"
"3887","$70,000-$74,999","Wrong Track"
"3888","$150,000-$174,999","Wrong Track"
"3889","$5,000-$9,999","Wrong Track"
"3890","$45,000-$49,999","Wrong Track"
"3891","$30,000-$34,999","Wrong Track"
"3892","$80,000-$89,999","Right Direction"
"3893","$40,000-$44,999","Wrong Track"
"3894","Under $5,000","Right Direction"
"3895","$45,000-$49,999","Right Direction"
"3896","Under $5,000","Wrong Track"
"3897","$75,000-$79,999","Wrong Track"
"3898","$20,000-$22,499","Right Direction"
"3899",NA,"Wrong Track"
"3900","$10,000-$12,499","Wrong Track"
"3901","$175,000-$249,999","Wrong Track"
"3902","$17,500-$19,999","Right Direction"
"3903","$110,000-$124,999","Wrong Track"
"3904","$25,000-$27,499","Right Direction"
"3905","$45,000-$49,999","Right Direction"
"3906","$70,000-$74,999","Right Direction"
"3907","$40,000-$44,999","Right Direction"
"3908","$45,000-$49,999","Wrong Track"
"3909","$150,000-$174,999","Wrong Track"
"3910","Under $5,000","Wrong Track"
"3911","$40,000-$44,999","Wrong Track"
"3912","Under $5,000","Wrong Track"
"3913",NA,"Right Direction"
"3914","Under $5,000","Wrong Track"
"3915","$80,000-$89,999","Right Direction"
"3916","$17,500-$19,999","Right Direction"
"3917","$10,000-$12,499","Wrong Track"
"3918","$110,000-$124,999","Wrong Track"
"3919","$80,000-$89,999","Wrong Track"
"3920","$25,000-$27,499","Right Direction"
"3921","$30,000-$34,999","Right Direction"
"3922","$15,000-$17,499","Right Direction"
"3923","$10,000-$12,499","Right Direction"
"3924","$40,000-$44,999","Right Direction"
"3925","$45,000-$49,999","Wrong Track"
"3926","$110,000-$124,999","Wrong Track"
"3927","$40,000-$44,999","Wrong Track"
"3928","$55,000-$59,999","Wrong Track"
"3929","$10,000-$12,499","Right Direction"
"3930","$100,000-$109,999","Wrong Track"
"3931","$40,000-$44,999","Right Direction"
"3932","$10,000-$12,499","Wrong Track"
"3933","$70,000-$74,999","Right Direction"
"3934","$12,500-$14,999","Wrong Track"
"3935","$35,000-$39,999","Right Direction"
"3936","Under $5,000","Right Direction"
"3937","$110,000-$124,999","Wrong Track"
"3938","$45,000-$49,999","Wrong Track"
"3939","$25,000-$27,499","Wrong Track"
"3940","$70,000-$74,999","Right Direction"
"3941","$30,000-$34,999","Right Direction"
"3942","$250,000 Or More","Wrong Track"
"3943","Under $5,000","Wrong Track"
"3944","Under $5,000","Wrong Track"
"3945","$150,000-$174,999","Right Direction"
"3946","$22,500-$24,999","Wrong Track"
"3947","Under $5,000","Right Direction"
"3948","$40,000-$44,999","Wrong Track"
"3949","$22,500-$24,999","Wrong Track"
"3950","$60,000-$64,999","Right Direction"
"3951","$150,000-$174,999","Wrong Track"
"3952","$25,000-$27,499","Right Direction"
"3953","$17,500-$19,999","Wrong Track"
"3954","$40,000-$44,999","Wrong Track"
"3955","$27,500-$29,999","Right Direction"
"3956","$25,000-$27,499","Wrong Track"
"3957","$50,000-$54,999","Right Direction"
"3958","$65,000-$69,999","Wrong Track"
"3959","$27,500-$29,999","Wrong Track"
"3960",NA,"Wrong Track"
"3961",NA,"Right Direction"
"3962","$15,000-$17,499","Wrong Track"
"3963","$80,000-$89,999","Wrong Track"
"3964","$50,000-$54,999","Wrong Track"
"3965","$150,000-$174,999","Wrong Track"
"3966","$110,000-$124,999","Wrong Track"
"3967","$150,000-$174,999","Wrong Track"
"3968","$20,000-$22,499","Wrong Track"
"3969","$60,000-$64,999","Right Direction"
"3970","$5,000-$9,999","Wrong Track"
"3971","$80,000-$89,999","Right Direction"
"3972","Under $5,000","Right Direction"
"3973","$10,000-$12,499","Right Direction"
"3974","$55,000-$59,999","Right Direction"
"3975","$125,000-$149,999","Wrong Track"
"3976","$110,000-$124,999","Right Direction"
"3977","$10,000-$12,499","Wrong Track"
"3978","Under $5,000","Right Direction"
"3979",NA,"Wrong Track"
"3980",NA,NA
"3981","$50,000-$54,999","Right Direction"
"3982","$15,000-$17,499","Right Direction"
"3983","$150,000-$174,999","Wrong Track"
"3984","$175,000-$249,999","Right Direction"
"3985","$65,000-$69,999","Right Direction"
"3986","$250,000 Or More","Wrong Track"
"3987","$100,000-$109,999","Wrong Track"
"3988","$60,000-$64,999","Right Direction"
"3989","$22,500-$24,999","Wrong Track"
"3990","$175,000-$249,999","Wrong Track"
"3991","$20,000-$22,499","Wrong Track"
"3992","Under $5,000","Right Direction"
"3993","Under $5,000","Wrong Track"
"3994","$90,000-$99,999","Wrong Track"
"3995","$175,000-$249,999","Wrong Track"
"3996","Under $5,000","Wrong Track"
"3997","$40,000-$44,999","Right Direction"
"3998","$25,000-$27,499","Wrong Track"
"3999","$60,000-$64,999","Wrong Track"
"4000","$30,000-$34,999","Right Direction"
"4001","$30,000-$34,999","Right Direction"
"4002","$25,000-$27,499","Right Direction"
"4003","$150,000-$174,999","Right Direction"
"4004","$25,000-$27,499","Right Direction"
"4005","$150,000-$174,999","Wrong Track"
"4006","$100,000-$109,999","Wrong Track"
"4007","$35,000-$39,999","Right Direction"
"4008","$150,000-$174,999","Right Direction"
"4009","$150,000-$174,999","Wrong Track"
"4010","$50,000-$54,999","Wrong Track"
"4011","$150,000-$174,999","Wrong Track"
"4012","Under $5,000","Right Direction"
"4013","$30,000-$34,999","Wrong Track"
"4014","$55,000-$59,999","Wrong Track"
"4015","$17,500-$19,999","Right Direction"
"4016","$100,000-$109,999","Right Direction"
"4017","$10,000-$12,499","Right Direction"
"4018","$110,000-$124,999","Right Direction"
"4019","$90,000-$99,999","Right Direction"
"4020","$50,000-$54,999","Right Direction"
"4021","$110,000-$124,999","Wrong Track"
"4022","$60,000-$64,999","Wrong Track"
"4023","$10,000-$12,499","Wrong Track"
"4024","$45,000-$49,999","Wrong Track"
"4025","$80,000-$89,999","Wrong Track"
"4026","$25,000-$27,499","Wrong Track"
"4027","$70,000-$74,999","Wrong Track"
"4028","$50,000-$54,999","Wrong Track"
"4029","Under $5,000","Wrong Track"
"4030","$250,000 Or More","Wrong Track"
"4031","$30,000-$34,999","Right Direction"
"4032","$40,000-$44,999","Right Direction"
"4033","$35,000-$39,999","Wrong Track"
"4034","$125,000-$149,999","Wrong Track"
"4035","$55,000-$59,999","Right Direction"
"4036","$60,000-$64,999","Wrong Track"
"4037","$70,000-$74,999","Right Direction"
"4038","Under $5,000","Right Direction"
"4039","$10,000-$12,499","Wrong Track"
"4040","Under $5,000","Right Direction"
"4041","$45,000-$49,999","Wrong Track"
"4042","$50,000-$54,999","Wrong Track"
"4043","$17,500-$19,999","Wrong Track"
"4044","$125,000-$149,999","Wrong Track"
"4045","$45,000-$49,999","Wrong Track"
"4046","$12,500-$14,999","Right Direction"
"4047","Under $5,000","Right Direction"
"4048","$250,000 Or More","Wrong Track"
"4049","$20,000-$22,499","Wrong Track"
"4050","$45,000-$49,999","Wrong Track"
"4051","$75,000-$79,999","Wrong Track"
"4052","$50,000-$54,999","Wrong Track"
"4053","$100,000-$109,999","Wrong Track"
"4054","$40,000-$44,999","Wrong Track"
"4055","$80,000-$89,999","Wrong Track"
"4056","$30,000-$34,999","Wrong Track"
"4057","$25,000-$27,499","Wrong Track"
"4058","$40,000-$44,999","Wrong Track"
"4059","Under $5,000","Right Direction"
"4060","$25,000-$27,499","Right Direction"
"4061","$35,000-$39,999","Wrong Track"
"4062","$75,000-$79,999","Wrong Track"
"4063",NA,"Right Direction"
"4064","$50,000-$54,999","Wrong Track"
"4065","Under $5,000","Right Direction"
"4066","$40,000-$44,999","Wrong Track"
"4067","$60,000-$64,999","Wrong Track"
"4068","$12,500-$14,999","Wrong Track"
"4069","$250,000 Or More","Wrong Track"
"4070","Under $5,000","Right Direction"
"4071","$17,500-$19,999","Wrong Track"
"4072","$15,000-$17,499","Wrong Track"
"4073","Under $5,000","Right Direction"
"4074","$45,000-$49,999","Right Direction"
"4075","$45,000-$49,999","Right Direction"
"4076","$40,000-$44,999","Wrong Track"
"4077","$60,000-$64,999","Wrong Track"
"4078","$45,000-$49,999","Wrong Track"
"4079","Under $5,000","Right Direction"
"4080","$10,000-$12,499","Right Direction"
"4081","$45,000-$49,999","Wrong Track"
"4082","$70,000-$74,999","Wrong Track"
"4083","$150,000-$174,999","Wrong Track"
"4084","$70,000-$74,999","Wrong Track"
"4085","$55,000-$59,999","Right Direction"
"4086","$80,000-$89,999","Right Direction"
"4087","$60,000-$64,999","Right Direction"
"4088","$75,000-$79,999","Wrong Track"
"4089","$40,000-$44,999","Wrong Track"
"4090","$27,500-$29,999","Right Direction"
"4091","$40,000-$44,999","Right Direction"
"4092","$30,000-$34,999","Wrong Track"
"4093","Under $5,000","Wrong Track"
"4094","$90,000-$99,999","Right Direction"
"4095","Under $5,000","Wrong Track"
"4096","$50,000-$54,999","Right Direction"
"4097","$45,000-$49,999","Wrong Track"
"4098","$100,000-$109,999","Right Direction"
"4099","$15,000-$17,499","Wrong Track"
"4100","$80,000-$89,999","Wrong Track"
"4101","$75,000-$79,999","Wrong Track"
"4102","$35,000-$39,999","Right Direction"
"4103","Under $5,000","Right Direction"
"4104","$50,000-$54,999","Wrong Track"
"4105","$110,000-$124,999","Wrong Track"
"4106","$17,500-$19,999","Wrong Track"
"4107","Under $5,000","Wrong Track"
"4108","$30,000-$34,999","Right Direction"
"4109","$5,000-$9,999","Wrong Track"
"4110","$125,000-$149,999","Right Direction"
"4111","Under $5,000","Wrong Track"
"4112","$75,000-$79,999","Wrong Track"
"4113","Under $5,000","Wrong Track"
"4114","$25,000-$27,499","Right Direction"
"4115","Under $5,000","Right Direction"
"4116","$110,000-$124,999","Right Direction"
"4117","$125,000-$149,999","Right Direction"
"4118",NA,"Right Direction"
"4119","$80,000-$89,999","Wrong Track"
"4120","$22,500-$24,999","Wrong Track"
"4121","$100,000-$109,999","Right Direction"
"4122","$110,000-$124,999","Wrong Track"
"4123","$150,000-$174,999","Wrong Track"
"4124","$60,000-$64,999","Wrong Track"
"4125","$40,000-$44,999","Wrong Track"
"4126","$80,000-$89,999","Right Direction"
"4127","$10,000-$12,499","Right Direction"
"4128",NA,"Right Direction"
"4129","Under $5,000","Wrong Track"
"4130","$80,000-$89,999","Right Direction"
"4131","$30,000-$34,999","Right Direction"
"4132","$40,000-$44,999","Wrong Track"
"4133","$30,000-$34,999","Wrong Track"
"4134","Under $5,000","Right Direction"
"4135","$40,000-$44,999","Wrong Track"
"4136","Under $5,000","Wrong Track"
"4137","$27,500-$29,999","Wrong Track"
"4138","$80,000-$89,999","Wrong Track"
"4139","$55,000-$59,999","Right Direction"
"4140","$17,500-$19,999","Wrong Track"
"4141","$125,000-$149,999","Wrong Track"
"4142","$70,000-$74,999","Right Direction"
"4143","Under $5,000","Right Direction"
"4144","$22,500-$24,999","Right Direction"
"4145","$30,000-$34,999","Wrong Track"
"4146","$45,000-$49,999","Wrong Track"
"4147","$65,000-$69,999","Right Direction"
"4148","$100,000-$109,999","Right Direction"
"4149","$30,000-$34,999","Right Direction"
"4150","$17,500-$19,999","Right Direction"
"4151",NA,"Wrong Track"
"4152","$50,000-$54,999","Wrong Track"
"4153","$45,000-$49,999","Wrong Track"
"4154","$30,000-$34,999","Wrong Track"
"4155","$10,000-$12,499","Right Direction"
"4156","$12,500-$14,999","Right Direction"
"4157","$65,000-$69,999","Right Direction"
"4158","$55,000-$59,999","Right Direction"
"4159","$90,000-$99,999","Wrong Track"
"4160","$35,000-$39,999","Wrong Track"
"4161","$100,000-$109,999","Wrong Track"
"4162","$35,000-$39,999","Wrong Track"
"4163","$10,000-$12,499","Wrong Track"
"4164","$65,000-$69,999","Wrong Track"
"4165","$30,000-$34,999","Wrong Track"
"4166","$45,000-$49,999","Right Direction"
"4167","$50,000-$54,999","Right Direction"
"4168","$80,000-$89,999","Right Direction"
"4169","$12,500-$14,999","Wrong Track"
"4170","Under $5,000","Right Direction"
"4171","$12,500-$14,999","Right Direction"
"4172","$35,000-$39,999","Wrong Track"
"4173","$50,000-$54,999","Right Direction"
"4174","Under $5,000","Right Direction"
"4175","$45,000-$49,999","Wrong Track"
"4176","$40,000-$44,999","Right Direction"
"4177","$12,500-$14,999","Wrong Track"
"4178","Under $5,000","Wrong Track"
"4179","$125,000-$149,999","Wrong Track"
"4180","$15,000-$17,499","Wrong Track"
"4181","$70,000-$74,999","Right Direction"
"4182","$60,000-$64,999","Right Direction"
"4183","$10,000-$12,499","Right Direction"
"4184","Under $5,000","Wrong Track"
"4185","Under $5,000","Right Direction"
"4186","$35,000-$39,999","Wrong Track"
"4187","$90,000-$99,999","Wrong Track"
"4188","$125,000-$149,999","Wrong Track"
"4189","$80,000-$89,999","Wrong Track"
"4190","$25,000-$27,499","Wrong Track"
"4191","$65,000-$69,999","Right Direction"
"4192","Under $5,000","Right Direction"
"4193","$27,500-$29,999","Wrong Track"
"4194","$25,000-$27,499","Right Direction"
"4195","$40,000-$44,999","Right Direction"
"4196","$22,500-$24,999","Right Direction"
"4197","$65,000-$69,999","Wrong Track"
"4198","$175,000-$249,999","Right Direction"
"4199","Under $5,000","Right Direction"
"4200","Under $5,000","Wrong Track"
"4201","$45,000-$49,999","Right Direction"
"4202","$60,000-$64,999","Wrong Track"
"4203","$100,000-$109,999","Right Direction"
"4204","$80,000-$89,999","Wrong Track"
"4205","$35,000-$39,999","Wrong Track"
"4206","$40,000-$44,999","Wrong Track"
"4207","$65,000-$69,999","Right Direction"
"4208","Under $5,000","Wrong Track"
"4209","$55,000-$59,999","Right Direction"
"4210","$35,000-$39,999","Wrong Track"
"4211","$90,000-$99,999","Right Direction"
"4212","$100,000-$109,999","Wrong Track"
"4213","$40,000-$44,999","Wrong Track"
"4214","Under $5,000","Right Direction"
"4215","$150,000-$174,999","Wrong Track"
"4216","Under $5,000","Right Direction"
"4217","$250,000 Or More","Wrong Track"
"4218","$30,000-$34,999","Right Direction"
"4219","Under $5,000","Wrong Track"
"4220","$20,000-$22,499","Right Direction"
"4221","Under $5,000","Wrong Track"
"4222","$65,000-$69,999","Wrong Track"
"4223","$5,000-$9,999","Right Direction"
"4224","Under $5,000","Wrong Track"
"4225","$20,000-$22,499","Right Direction"
"4226","$110,000-$124,999","Wrong Track"
"4227","$17,500-$19,999","Right Direction"
"4228","$90,000-$99,999","Wrong Track"
"4229","Under $5,000","Wrong Track"
"4230","$30,000-$34,999","Right Direction"
"4231","$110,000-$124,999","Wrong Track"
"4232","$110,000-$124,999","Right Direction"
"4233","Under $5,000","Wrong Track"
"4234","$50,000-$54,999","Right Direction"
"4235","Under $5,000","Wrong Track"
"4236","$125,000-$149,999","Wrong Track"
"4237","$80,000-$89,999","Wrong Track"
"4238","$27,500-$29,999","Right Direction"
"4239","$25,000-$27,499","Right Direction"
"4240","$50,000-$54,999","Right Direction"
"4241","Under $5,000","Wrong Track"
"4242","$125,000-$149,999","Wrong Track"
"4243","$150,000-$174,999","Wrong Track"
"4244","$125,000-$149,999","Wrong Track"
"4245","$25,000-$27,499","Wrong Track"
"4246","$12,500-$14,999","Right Direction"
"4247","$100,000-$109,999","Right Direction"
"4248","$10,000-$12,499","Wrong Track"
"4249","$90,000-$99,999","Right Direction"
"4250","$75,000-$79,999","Right Direction"
"4251","$125,000-$149,999","Wrong Track"
"4252","$15,000-$17,499","Right Direction"
"4253","$100,000-$109,999","Wrong Track"
"4254","$25,000-$27,499","Right Direction"
"4255","$150,000-$174,999","Right Direction"
"4256","$110,000-$124,999","Wrong Track"
"4257","$65,000-$69,999","Right Direction"
"4258","Under $5,000","Right Direction"
"4259","$100,000-$109,999","Wrong Track"
"4260","$55,000-$59,999","Right Direction"
"4261","$22,500-$24,999","Wrong Track"
"4262","$25,000-$27,499","Wrong Track"
"4263","$150,000-$174,999","Wrong Track"
"4264","$30,000-$34,999","Wrong Track"
"4265","Under $5,000","Right Direction"
"4266","$100,000-$109,999","Wrong Track"
"4267","Under $5,000","Wrong Track"
"4268","$20,000-$22,499","Wrong Track"
"4269","$50,000-$54,999","Right Direction"
"4270","$22,500-$24,999","Right Direction"
"4271","$60,000-$64,999","Right Direction"
"4272","$65,000-$69,999","Right Direction"
"4273","$150,000-$174,999","Wrong Track"
"4274",NA,"Wrong Track"
"4275","$5,000-$9,999","Right Direction"
"4276","$60,000-$64,999","Wrong Track"
"4277","$30,000-$34,999","Right Direction"
"4278",NA,"Right Direction"
"4279","Under $5,000","Wrong Track"
"4280","Under $5,000","Right Direction"
"4281","$25,000-$27,499","Right Direction"
"4282",NA,"Wrong Track"
"4283","$80,000-$89,999","Wrong Track"
"4284","Under $5,000","Wrong Track"
"4285","$20,000-$22,499","Wrong Track"
"4286","$60,000-$64,999","Wrong Track"
"4287","Under $5,000","Wrong Track"
"4288","$125,000-$149,999","Wrong Track"
"4289","$5,000-$9,999","Wrong Track"
"4290","$40,000-$44,999","Right Direction"
"4291","Under $5,000","Right Direction"
"4292","$250,000 Or More","Right Direction"
"4293","$30,000-$34,999","Wrong Track"
"4294","$25,000-$27,499","Wrong Track"
"4295","$150,000-$174,999","Wrong Track"
"4296","Under $5,000","Wrong Track"
"4297","$100,000-$109,999","Wrong Track"
"4298","$15,000-$17,499","Right Direction"
"4299","$5,000-$9,999","Right Direction"
"4300","$10,000-$12,499","Right Direction"
"4301","Under $5,000","Right Direction"
"4302","$35,000-$39,999","Right Direction"
"4303","$40,000-$44,999","Right Direction"
"4304","Under $5,000","Wrong Track"
"4305","$25,000-$27,499","Wrong Track"
"4306","Under $5,000","Right Direction"
"4307","$35,000-$39,999","Wrong Track"
"4308","$150,000-$174,999","Wrong Track"
"4309","$70,000-$74,999","Wrong Track"
"4310","$27,500-$29,999","Right Direction"
"4311","$25,000-$27,499","Wrong Track"
"4312","$5,000-$9,999","Right Direction"
"4313","Under $5,000","Wrong Track"
"4314","$90,000-$99,999","Right Direction"
"4315","$75,000-$79,999","Right Direction"
"4316","$100,000-$109,999","Right Direction"
"4317","$100,000-$109,999","Wrong Track"
"4318","Under $5,000","Wrong Track"
"4319","$25,000-$27,499","Right Direction"
"4320",NA,"Wrong Track"
"4321","$80,000-$89,999","Wrong Track"
"4322","Under $5,000","Right Direction"
"4323","$100,000-$109,999","Wrong Track"
"4324","$25,000-$27,499","Right Direction"
"4325","$80,000-$89,999","Wrong Track"
"4326","$30,000-$34,999","Right Direction"
"4327","$150,000-$174,999","Right Direction"
"4328","$30,000-$34,999","Wrong Track"
"4329","Under $5,000","Wrong Track"
"4330","$90,000-$99,999","Wrong Track"
"4331","$125,000-$149,999","Wrong Track"
"4332","$35,000-$39,999","Wrong Track"
"4333","$22,500-$24,999","Wrong Track"
"4334","$40,000-$44,999","Right Direction"
"4335","$100,000-$109,999","Wrong Track"
